Clase	Letra	Correspondencia	Transcripción	Forma	–1200	1201–1250	1251–1300	1301–1350	1351–1400	1401–1450	1451–1500	1501–1550	1551–1600
Word-medial semivowel /j/ starting a diphthong	y	Hicie(r|s)(a|e)(mos|n|s)?	hizyeremos	hizyeremos	0	0	0	0	0	0	0	1	0
Word-initial vowel /i/	hi	Hicieron	hizyeron	hizyeron	1	0	0	0	0	0	2	1	0
Word-medial semivowel /j/ starting a diphthong	y	Hicieron	hizyeron	hizyeron	1	0	0	0	0	0	2	1	0
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hizyese	hizyese	0	0	0	0	0	0	1	0	0
Word-medial semivowel /j/ starting a diphthong	y	Hicie(r|s)(a|e)(mos|n|s)?	hizyese	hizyese	0	0	0	0	0	0	1	0	0
Word-initial vowel /i/	hi	Hici(mos|ste)	hizyese	hizyese	0	0	0	0	0	0	1	0	0
Word-medial vowel /i/	i	Hici(mos|ste)	hizyese	hizyese	0	0	0	0	0	0	1	0	0
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hizziere	hizziere	0	0	0	0	0	0	0	1	0
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hizziere	hizziere	0	0	0	0	0	0	0	1	0
Word-initial vowel /i/	hi	Hi(ce|zo)	hizzo	hizzo	0	0	0	0	0	0	0	0	1
Word-initial vowel /i/	hi	Hi(ce|zo)	hize	hizé	0	0	0	0	0	0	0	0	1
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hizieran	hizíeran	0	0	0	0	0	0	0	1	0
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hizieran	hizíeran	0	0	0	0	0	0	0	1	0
Word-initial vowel /i/	hi	Hicieron	hizieron	hizíeron	0	0	0	0	0	0	0	2	0
Word-medial semivowel /j/ starting a diphthong	i	Hicieron	hizieron	hizíeron	0	0	0	0	0	0	0	2	0
Word-initial vowel /i/	hi	Hi(ce|zo)	hizo	hizó	0	0	0	0	0	0	0	0	2
Word-initial vowel /i/	hi	Hi(ce|zo)	hice	hiçe	0	0	0	0	0	0	4	2	24
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hiciera	hiçiera	0	0	1	0	0	0	0	1	3
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hiciera	hiçiera	0	0	1	0	0	0	0	1	3
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hicieramos	hiçieramos	0	0	0	0	0	0	0	0	1
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hicieramos	hiçieramos	0	0	0	0	0	0	0	0	1
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hicieran	hiçieran	0	0	0	0	0	0	0	0	2
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hicieran	hiçieran	0	0	0	0	0	0	0	0	2
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hiciere	hiçiere	0	0	0	0	0	0	14	21	8
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hiciere	hiçiere	0	0	0	0	0	0	14	21	8
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hicieremos	hiçieremos	0	0	0	0	0	0	2	1	0
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hicieremos	hiçieremos	0	0	0	0	0	0	2	1	0
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hicieren	hiçieren	0	0	1	0	0	0	5	6	4
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hicieren	hiçieren	0	0	1	0	0	0	5	6	4
Word-initial vowel /i/	hi	Hicieron	hicieron	hiçieron	0	0	1	0	0	0	28	16	19
Word-medial semivowel /j/ starting a diphthong	i	Hicieron	hicieron	hiçieron	0	0	1	0	0	0	28	16	19
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hiciese	hiçiese	0	0	2	0	0	0	21	8	14
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hiciese	hiçiese	0	0	2	0	0	0	21	8	14
Word-initial vowel /i/	hi	Hici(mos|ste)	hiciese	hiçiese	0	0	2	0	0	0	21	8	14
Word-medial vowel /i/	i	Hici(mos|ste)	hiciese	hiçiese	0	0	2	0	0	0	21	8	14
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hiciesemos	hiçiesemos	0	0	0	0	0	0	0	1	0
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hiciesemos	hiçiesemos	0	0	0	0	0	0	0	1	0
Word-initial vowel /i/	hi	Hici(mos|ste)	hiciesemos	hiçiesemos	0	0	0	0	0	0	0	1	0
Word-medial vowel /i/	i	Hici(mos|ste)	hiciesemos	hiçiesemos	0	0	0	0	0	0	0	1	0
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hiciesen	hiçiesen	0	0	0	0	0	0	5	7	4
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hiciesen	hiçiesen	0	0	0	0	0	0	5	7	4
Word-initial vowel /i/	hi	Hici(mos|ste)	hiciesen	hiçiesen	0	0	0	0	0	0	5	7	4
Word-medial vowel /i/	i	Hici(mos|ste)	hiciesen	hiçiesen	0	0	0	0	0	0	5	7	4
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hiciesse	hiçiesse	0	0	0	0	0	0	0	0	2
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hiciesse	hiçiesse	0	0	0	0	0	0	0	0	2
Word-initial vowel /i/	hi	Hici(mos|ste)	hiciesse	hiçiesse	0	0	0	0	0	0	0	0	2
Word-medial vowel /i/	i	Hici(mos|ste)	hiciesse	hiçiesse	0	0	0	0	0	0	0	0	2
Word-initial vowel /i/	hi	Hici(mos|ste)	hicimos	hiçimos	0	0	1	0	0	0	0	0	1
Word-medial vowel /i/	i	Hici(mos|ste)	hicimos	hiçimos	0	0	1	0	0	0	0	0	1
Word-initial vowel /i/	hi	Hi(ce|zo)	hico	hiço	0	0	1	1	0	0	355	165	180
Word-initial vowel /i/	hi	Hi(ce|zo)	hico	hiçó	0	0	0	0	0	0	2	0	0
Word-initial vowel /i/	hj	Hicieron	hjsieron	hjsieron	0	0	0	0	0	0	0	1	0
Word-medial semivowel /j/ starting a diphthong	i	Hicieron	hjsieron	hjsieron	0	0	0	0	0	0	0	1	0
Word-initial vowel /i/	hj	Hi(ce|zo)	hjzo	hjzo	0	0	0	0	0	0	1	0	0
Word-medial consonant /d͡ʒ/ or /ʃ/	i	Ojo(s)?	hoio	hoio	0	0	0	0	0	0	4	0	0
Word-medial consonant /d͡ʒ/ or /ʃ/	i	Ojo(s)?	hoios	hoios	0	0	0	0	0	0	0	0	1
Word-medial consonant /d͡ʒ/ or /ʃ/	j	Ojo(s)?	hojo	hojo	0	0	1	0	0	0	1	1	0
Word-medial consonant /d͡ʒ/ or /ʃ/	j	Ojo(s)?	hojos	hojos	0	0	0	0	0	0	2	1	5
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	hubiera	hubiera	0	0	0	0	0	0	60	433	1127
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	hubiera	hubiera	0	0	0	0	0	0	60	433	1127
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)is	hubierais	hubierais	0	0	0	0	0	0	0	4	1
Word-medial semivowel /j/ ending a diphthong	i	Hubie(r|s)(a|e)is	hubierais	hubierais	0	0	0	0	0	0	0	4	1
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	hubieran	hubieran	0	0	0	0	0	0	5	104	341
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	hubieran	hubieran	0	0	0	0	0	0	5	104	341
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	hubieras	hubieras	0	0	0	0	0	0	3	11	35
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	hubieras	hubieras	0	0	0	0	0	0	3	11	35
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	hubiere	hubiere	0	2	1	2	0	0	73	398	1538
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	hubiere	hubiere	0	2	1	2	0	0	73	398	1538
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)is	hubiereis	hubiereis	0	0	0	0	0	0	0	3	0
Word-medial semivowel /j/ ending a diphthong	i	Hubie(r|s)(a|e)is	hubiereis	hubiereis	0	0	0	0	0	0	0	3	0
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	hubieremos	hubieremos	0	0	0	0	0	0	1	4	0
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	hubieremos	hubieremos	0	0	0	0	0	0	1	4	0
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	hubieren	hubieren	0	0	1	1	0	0	51	73	524
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	hubieren	hubieren	0	0	1	1	0	0	51	73	524
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	hubieres	hubieres	0	0	0	0	0	0	2	12	17
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	hubieres	hubieres	0	0	0	0	0	0	2	12	17
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	hubiese	hubiese	0	1	1	1	0	2	97	552	1908
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	hubiese	hubiese	0	1	1	1	0	2	97	552	1908
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)is	hubieseis	hubieseis	0	0	0	0	0	0	0	1	2
Word-medial semivowel /j/ ending a diphthong	i	Hubie(r|s)(a|e)is	hubieseis	hubieseis	0	0	0	0	0	0	0	1	2
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	hubiesen	hubiesen	0	0	1	0	0	0	30	131	480
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	hubiesen	hubiesen	0	0	1	0	0	0	30	131	480
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	hubieses	hubieses	0	0	0	0	0	0	2	8	21
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	hubieses	hubieses	0	0	0	0	0	0	2	8	21
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	hubiesse	hubiesse	0	0	1	0	0	0	1	9	12
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	hubiesse	hubiesse	0	0	1	0	0	0	1	9	12
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	hubiessen	hubiessen	0	0	0	0	0	0	1	3	4
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	hubiessen	hubiessen	0	0	0	0	0	0	1	3	4
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	hubiesses	hubiesses	0	0	0	0	0	0	0	1	0
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	hubiesses	hubiesses	0	0	0	0	0	0	0	1	0
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)is	hubierais	hubiérais	0	0	0	0	0	0	0	0	1
Word-medial semivowel /j/ ending a diphthong	i	Hubie(r|s)(a|e)is	hubierais	hubiérais	0	0	0	0	0	0	0	0	1
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	hubieramonos	hubiéramonos	0	0	0	0	0	0	0	1	0
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	hubieramonos	hubiéramonos	0	0	0	0	0	0	0	1	0
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	hubieramos	hubiéramos	0	0	0	0	0	0	1	15	48
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	hubieramos	hubiéramos	0	0	0	0	0	0	1	15	48
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	hubieremos	hubiéremos	0	0	0	0	0	0	0	5	7
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	hubieremos	hubiéremos	0	0	0	0	0	0	0	5	7
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)is	hubieseis	hubiéseis	0	0	0	0	0	0	0	0	1
Word-medial semivowel /j/ ending a diphthong	i	Hubie(r|s)(a|e)is	hubieseis	hubiéseis	0	0	0	0	0	0	0	0	1
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	hubiesemos	hubiésemos	0	0	0	0	0	0	1	11	23
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	hubiesemos	hubiésemos	0	0	0	0	0	0	1	11	23
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	hubiessemos	hubiéssemos	0	0	0	0	0	0	0	1	0
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	hubiessemos	hubiéssemos	0	0	0	0	0	0	0	1	0
Word-medial vowel /i/	y	Hubie(r|s)(a|e)(mos|n|s)?	hubyera	hubyera	0	0	0	0	0	0	0	0	1
Word-medial semivowel /j/ starting a diphthong	y	Hubie(r|s)(a|e)(mos|n|s)?	hubyera	hubyera	0	0	0	0	0	0	0	0	1
Word-medial vowel /i/	y	Hubie(r|s)(a|e)(mos|n|s)?	hubyere	hubyere	0	0	0	0	0	0	1	0	0
Word-medial semivowel /j/ starting a diphthong	y	Hubie(r|s)(a|e)(mos|n|s)?	hubyere	hubyere	0	0	0	0	0	0	1	0	0
Word-medial vowel /i/	i	Ultim(o|a)(s)?	hultima	hultima	0	0	0	0	0	0	0	0	4
Word-medial vowel /i/	i	Ultim(o|a)(s)?	hultimas	hultimas	0	0	0	0	0	0	0	1	0
Word-medial vowel /i/	i	Ultim(o|a)(s)?	hultimo	hultimo	0	0	0	0	0	0	0	0	1
Word-medial vowel /i/	i	Ultim(o|a)(s)?	hultimos	hultimos	0	0	0	0	0	0	0	1	0
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huuiera	huuiera	0	0	0	0	10	0	11	41	144
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huuiera	huuiera	0	0	0	0	10	0	11	41	144
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huuieramos	huuieramos	0	0	1	0	0	0	1	1	1
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huuieramos	huuieramos	0	0	1	0	0	0	1	1	1
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huuieran	huuieran	0	0	0	0	4	0	4	11	16
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huuieran	huuieran	0	0	0	0	4	0	4	11	16
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huuieras	huuieras	0	0	0	0	0	0	2	0	2
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huuieras	huuieras	0	0	0	0	0	0	2	0	2
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huuiere	huuiere	0	0	0	0	0	0	10	22	135
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huuiere	huuiere	0	0	0	0	0	0	10	22	135
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huuieremos	huuieremos	0	0	0	0	0	0	0	0	1
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huuieremos	huuieremos	0	0	0	0	0	0	0	0	1
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huuieren	huuieren	0	0	0	0	0	0	2	8	26
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huuieren	huuieren	0	0	0	0	0	0	2	8	26
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huuiese	huuiese	0	0	0	0	74	0	0	5	5
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huuiese	huuiese	0	0	0	0	74	0	0	5	5
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huuiesemos	huuiesemos	0	0	1	0	1	0	0	0	0
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huuiesemos	huuiesemos	0	0	1	0	1	0	0	0	0
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huuiesen	huuiesen	0	0	0	0	81	0	1	4	0
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huuiesen	huuiesen	0	0	0	0	81	0	1	4	0
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huuieses	huuieses	0	0	0	0	2	0	0	0	0
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huuieses	huuieses	0	0	0	0	2	0	0	0	0
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huuiesse	huuiesse	0	0	0	0	448	1	42	24	138
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huuiesse	huuiesse	0	0	0	0	448	1	42	24	138
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huuiessemos	huuiessemos	0	0	0	0	3	0	0	0	2
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huuiessemos	huuiessemos	0	0	0	0	3	0	0	0	2
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huuiessen	huuiessen	0	0	0	0	352	1	12	6	30
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huuiessen	huuiessen	0	0	0	0	352	1	12	6	30
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huuiesses	huuiesses	0	0	0	0	4	0	1	1	1
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huuiesses	huuiesses	0	0	0	0	4	0	1	1	1
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huuieramos	huuiéramos	0	0	0	0	0	0	0	0	2
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huuieramos	huuiéramos	0	0	0	0	0	0	0	0	2
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huuieremos	huuiéremos	0	0	0	0	0	0	0	0	1
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huuieremos	huuiéremos	0	0	0	0	0	0	0	0	1
Word-medial vowel /i/	j	Hubie(r|s)(a|e)(mos|n|s)?	huujese	huujese	0	0	0	0	1	0	0	0	0
Word-medial semivowel /j/ starting a diphthong	j	Hubie(r|s)(a|e)(mos|n|s)?	huujese	huujese	0	0	0	0	1	0	0	0	0
Word-medial vowel /i/	j	Hubie(r|s)(a|e)(mos|n|s)?	huujesse	huujesse	0	0	0	0	21	0	0	0	0
Word-medial semivowel /j/ starting a diphthong	j	Hubie(r|s)(a|e)(mos|n|s)?	huujesse	huujesse	0	0	0	0	21	0	0	0	0
Word-medial vowel /i/	j	Hubie(r|s)(a|e)(mos|n|s)?	huujessen	huujessen	0	0	0	0	41	0	0	0	0
Word-medial semivowel /j/ starting a diphthong	j	Hubie(r|s)(a|e)(mos|n|s)?	huujessen	huujessen	0	0	0	0	41	0	0	0	0
Word-medial vowel /i/	y	Hubie(r|s)(a|e)(mos|n|s)?	huuyere	huuyere	0	0	0	0	0	0	0	1	0
Word-medial semivowel /j/ starting a diphthong	y	Hubie(r|s)(a|e)(mos|n|s)?	huuyere	huuyere	0	0	0	0	0	0	0	1	0
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huuiere	huuíere	0	0	0	0	0	0	1	0	0
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huuiere	huuíere	0	0	0	0	0	0	1	0	0
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huviera	huviera	0	0	0	0	0	0	6	55	260
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huviera	huviera	0	0	0	0	0	0	6	55	260
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huvieran	huvieran	0	0	0	0	0	0	0	8	47
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huvieran	huvieran	0	0	0	0	0	0	0	8	47
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huvieras	huvieras	0	0	0	0	0	0	0	6	4
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huvieras	huvieras	0	0	0	0	0	0	0	6	4
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huviere	huviere	0	0	0	1	0	1	4	86	404
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huviere	huviere	0	0	0	1	0	1	4	86	404
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huvieren	huvieren	0	0	0	0	1	3	1	10	71
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huvieren	huvieren	0	0	0	0	1	3	1	10	71
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huvieres	huvieres	0	0	0	0	0	0	0	6	11
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huvieres	huvieres	0	0	0	0	0	0	0	6	11
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huviersse	huviersse	0	0	0	0	0	0	0	0	1
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huviersse	huviersse	0	0	0	0	0	0	0	0	1
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huviese	huviese	1	0	1	0	0	0	6	35	27
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huviese	huviese	1	0	1	0	0	0	6	35	27
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huviesen	huviesen	0	0	0	0	0	2	3	5	4
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huviesen	huviesen	0	0	0	0	0	2	3	5	4
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huvieses	huvieses	0	0	0	0	0	0	0	2	2
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huvieses	huvieses	0	0	0	0	0	0	0	2	2
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huviesse	huviesse	0	0	1	0	0	1	7	108	437
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huviesse	huviesse	0	0	1	0	0	1	7	108	437
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huviessem	huviessem	0	0	0	0	0	0	0	0	1
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huviessem	huviessem	0	0	0	0	0	0	0	0	1
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huviessen	huviessen	0	0	0	0	0	0	0	20	109
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huviessen	huviessen	0	0	0	0	0	0	0	20	109
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huviesses	huviesses	0	0	0	0	0	0	0	5	2
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huviesses	huviesses	0	0	0	0	0	0	0	5	2
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huvieramos	huviéramos	0	0	0	0	0	0	0	3	4
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huvieramos	huviéramos	0	0	0	0	0	0	0	3	4
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huvieremos	huviéremos	0	0	0	0	0	0	0	1	3
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huvieremos	huviéremos	0	0	0	0	0	0	0	1	3
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huviesemos	huviésemos	0	0	0	0	0	0	0	1	0
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huviesemos	huviésemos	0	0	0	0	0	0	0	1	0
Word-medial vowel /i/	i	Hubie(r|s)(a|e)(mos|n|s)?	huviessemos	huviéssemos	0	0	0	0	0	0	0	0	3
Word-medial semivowel /j/ starting a diphthong	i	Hubie(r|s)(a|e)(mos|n|s)?	huviessemos	huviéssemos	0	0	0	0	0	0	0	0	3
Word-medial vowel /i/	y	Hubie(r|s)(a|e)(mos|n|s)?	huvyere	huvyere	0	0	0	0	0	0	0	1	0
Word-medial semivowel /j/ starting a diphthong	y	Hubie(r|s)(a|e)(mos|n|s)?	huvyere	huvyere	0	0	0	0	0	0	0	1	0
Word-initial vowel /i/	hy	Hicie(r|s)(a|e)(mos|n|s)?	hyciere	hyciere	0	0	0	0	0	0	1	0	0
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hyciere	hyciere	0	0	0	0	0	0	1	0	0
Word-initial semivowel /j/ starting a diphthong	hy	Hierba(s)?	hyerba	hyerba	0	0	0	0	0	0	0	0	1
Word-initial semivowel /j/ starting a diphthong	hy	Hierba(s)?	hyerbas	hyerbas	0	5	0	0	0	0	3	0	0
Word-initial semivowel /j/ starting a diphthong	hy	Yerno(s)?	hyerno	hyerno	0	1	0	0	5	0	1	1	0
Word-initial semivowel /j/ starting a diphthong	hy	Hierba(s)?	hyerua	hyerua	0	0	0	0	0	0	0	1	0
Word-initial semivowel /j/ starting a diphthong	hy	Hierba(s)?	hyeruas	hyeruas	0	0	0	0	0	1	0	0	0
Word-initial semivowel /j/ starting a diphthong	hy	Hierba(s)?	hyerva	hyerva	0	0	0	0	0	0	0	0	3
Word-initial semivowel /j/ starting a diphthong	hy	Hierba(s)?	hyervas	hyervas	0	0	0	0	0	0	0	0	4
